data_index,用户名,评论日期,电脑配置,评论内容,有用数,重复购买情况,评分,内存,硬盘,屏幕大小
1787,f1ciu9j759y2f3,2025-12-16,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,质量杠杠的，设计美观大方，商家服务赞，穿上体验很棒，物流服务好，性价比高，爱了爱了！包装很完美，颜值很高，感觉物超所值！客服也非常耐心细致，发货快物流给力，以后还会再来??,0,否,5,16G,1T,UNK
1788,jd_5r5g817isd926l,2025-12-18,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,终于拿到手里了，根据网上验收感觉没啥问题，非常满意,0,否,5,16G,1T,UNK
1789,航***号,2025-11-22,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,包装得很好，完全没有磕碰破损，两层金子堡用后护，还有海绵护垫，很是到位。还是更喜欢深色的机器，耐看也耐脏一些，很有质感，1808deg；折叠，鸡哥审美还是很在线的。风扇声音不大，玩游戏开声音的话，基本是听不到的，剪辑视频、玩3A大作，都挺丝滑的，鸡哥这个配置加推料散热非常足，完美下车,0,否,5,16G,1T,UNK
1790,其实我一直都在1204,2026-01-15,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,游戏体验超爽，画质超高清，色彩也鲜艳，散热也很棒，总之很满意，值得购买，性价比超高！,0,该店铺购买≥2次,5,16G,1T,UNK
1791,M-a-o,2026-01-27,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,键盘手感很好，抱起也不会太大，很好用。我是玩游戏兼顾博图，两者任意切换毫无压力,0,该店铺购买≥2次,5,16G,1T,UNK
1792,jd_nLZdnNaxDnpg,2025-11-02,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,国补一直抢不到，后来直播间做活动买的，力度也很大，比国补还是差点。送货很快，晚上快12点下单，第二天就到了。21年买过7000老款的，没修过，希望这款结实耐用，不负期望。,0,否,5,16G,1T,UNK
1793,2***k,2026-01-26,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,包装保护：包装完好无损外形外观：轻巧便携画面品质：运行流畅，2.5k超竟屏，画质清晰，触感很好,0,否,5,16G,1T,UNK
1794,jd_mKPVNoaYzVuP,2026-01-13,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,国补优惠力度很大，价格非常nice。机身用料扎实，确实声音很轻，散热很快。快递迅速，24小时内就送到了。,0,否,5,16G,1T,UNK
1795,西***馍,2025-12-19,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,收到包裹完整，5060显卡，玩黑神话流畅不卡顿。,0,该店铺购买≥2次,5,16G,1T,UNK
1796,5m86d15rtmt206,2025-11-22,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,包装保护完好，操作流畅，显示清晰，运行速度快！电脑品质很好！,0,否,5,16G,1T,UNK
1797,u_9bp43flko14o,2025-11-08,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,这个性价比不错，开机流畅，外观时尚有质感，配置高手感很好值得下手。,0,否,5,16G,1T,UNK
1798,l2t9g0l6r2l9dr,2025-12-15,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,电脑外观简约大方，性能强劲，使用起来很顺手用后电脑屏幕非常清晰，色彩鲜艳，电脑键盘手感非常好，而且按键反应灵敏.电脑音响效果非常出色， 声音清晰，音量大，很好的购物体验.,0,否,5,16G,1T,UNK
1799,jd_e9c1qq004fka57,2025-10-29,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,已激活，运行流畅，显示一流。孩子想了很长时间，终于到手了跑分评测：高,0,否,5,16G,1T,UNK
1800,jd_06399b95790yzr,2025-12-07,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,电脑很好用 不卡需要的可以购买 价格实惠，包装也很好,0,否,5,16G,1T,UNK
1801,i***i,2025-11-23,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,联想拯救者Y7000 AI款超惊艳！Ultra7+RTX5060跑3A满帧丝滑，2.5K 180Hz屏画质细腻，补贴价入手血赚，散热稳噪音小，游戏办公都能打！,0,该店铺购买≥2次,5,16G,1T,UNK
1802,jd_50rxnhd7c06es1,2025-11-05,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,满意的一次购物，无论是外观设计，屏幕效果，运行速度都让我十分满意！,0,否,5,16G,1T,UNK
1803,kelvin_cx,2025-11-18,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,1这款笔记本颜值在线，机身轻薄便携，通勤出差无负担。运行流畅不卡顿，办公、追剧都够用，全尺寸键盘打字舒适，续航也给力，这个价位能有这配置，性价比超高，真心满意！,1,否,5,16G,1T,UNK
1804,wwiken,2025-11-20,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,包装保护：包装的很好，双层盒子还有薄膜，泡沫保护，看得出包装挺用心外形外观：我的是黑色的，很浓重的黑色，像个黑色武士，还是蛮帅的画面品质：画面画质是特别的清晰的，感觉比我的台式还清楚一点,0,否,5,16G,1T,UNK
1805,j***d,2026-01-04,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,宝贝收到了，质量很不错，包装精致，材质优秀，比想象中好，送礼自用非常合适，下次继续购买,0,该店铺购买≥2次,5,16G,1T,UNK
1806,jd_ucg7adgi7szy66,2025-10-31,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,电脑收到货当天就激活了，下载了几个我们学习用的设计软件，正努力学习。,0,否,5,16G,1T,UNK
1807,j***j,2025-12-17,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,性能强劲流畅，轻薄便携，颜值质感双在线超省心！核芯能打不卡顿，护眼屏+长续航，办公娱乐皆适配～ 金属机身有质感，散热静音佳，全场景使用超靠谱！,0,否,5,16G,1T,UNK
1808,u***f,2025-11-29,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,这款拯救者笔记本真的超乎期待！??运行大型游戏丝滑顺畅，办公处理多任务也毫无压力～??散热表现优秀，久用不烫手??外观酷炫有质感，键盘敲击手感极佳，整体体验满分???????,0,否,5,16G,1T,UNK
1809,j***k,2026-01-07,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,之前用的 19 年的 y7000，终于更新换代到新产品了，比之前轻了一点，喜欢喜欢。,0,该店铺购买≥2次,5,16G,1T,UNK
1810,j***c,2026-01-19,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,这个是真的好，材料和做工都特别精致，做工真的非常棒，我觉着我可以推荐给我朋友买,0,该店铺购买≥2次,5,16G,1T,UNK
1811,李勇木子,2025-10-25,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,早就想要入手一个游戏本了，这一次选择了拯救者，确实很惊艳，京东的服务一如既往的好，联想的笔记本也很优秀，外包装包裹很好，让家人帮忙签收了，回头到家要抓紧尝试一下新笔记本！,0,否,5,16G,1T,UNK
1812,j***1,2025-11-23,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,电脑收到啦！颜值超预期！黑色的机身质感棒极了！开机速度快  短短几秒钟就搞定啦 电脑轻盈 续航能力强  充电性能强  客服态度极佳 回复快 有问必答 ！物流当天就到啦 太值啦！,0,否,5,16G,1T,UNK
1813,jd_6wk2k2u65qfopk,2025-12-17,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,电脑外观间约大方，性能强劲，使用起米很顺手，电脑洋我后非第清晰，色粉鲜艳，电脑键盘手感非常好，而且按键反应灵敏.电脑音响效果非常出色，声音清晰，音量大，很好的购物体验,0,该店铺购买≥2次,5,16G,1T,UNK
1814,j***a,2025-11-22,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,不愧是联想拯救者，性能超强、散热给力、玩游戏毫无压力!屏幕清晰流畅，整体手感舒适，性价比超高，收货超满意!唯一美中不足就是抢不到国补，赶在双十一活动时拿下。,0,该店铺购买≥2次,5,16G,1T,UNK
1815,u***t,2025-12-04,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,这款笔记本不仅拥有强大的性能和精美的外观设计，更提供了极致的使用体验。屏幕清晰、键盘舒适、散热出色，让我在长时间使用中依然保持舒适。强烈推荐给追求高性能和舒适体验的朋友们！,0,否,5,16G,1T,UNK
1816,6x20k6g9ypblt8,2025-11-08,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,金属机身质感扎实，接口齐全无需额外带拓展坞，支持内存和硬盘升级，用个三四年也能轻松扩容。双显三模显卡热切换超实用，办公模式下功耗低、噪音小，兼顾游戏性能与日常使用，学生党闭眼入不亏。,0,否,5,16G,1T,UNK
1817,新苗宁,2025-11-13,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,电脑收到了，试用一下，爽的不得了，超级喜欢 秒开机 ，游戏没有卡顿的时候，扇热也是一流，真是物有所值呀，其余的学习功能都是毛毛雨，轻松搞定，大学生入手真心不会失望，值得拥有 满分。,0,否,5,16G,1T,UNK
1818,jd_5addcced6fb85,2025-11-03,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,外观漂亮，价格实惠，孩子很喜欢，下次还会买！,0,否,5,16G,1T,UNK
1819,jd_3r08i9ibs0yiq9,2025-10-25,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,电脑运行速度很快，打游戏很流畅，物流挺快的，屏幕清晰，好用，外观好看,0,否,5,16G,1T,UNK
1820,j***8,2025-11-07,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,电脑很好 外观很好，它的配置也很好，它的质量也很好，整体很好。,0,该店铺购买≥2次,5,16G,1T,UNK
1821,DamiQAQ,2025-11-30,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,之前的笔记本时间太长了就准备想换一台新的，对比了诸多新笔记本最终选择了这款Y7000。配置为英特尔Ultra7+RTX5060。用来跑CAD画图、剪工作视频效率提升显著，同时挂多种后台切换也不会卡顿。而且AI高静做得很好，全天高强度使用机身只是温温的，风扇声小，不会因为过热降频影响工作进度。,0,否,5,16G,1T,UNK
1822,pbhjh3f1j2fzev,2025-11-18,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,很好用，运行挺快的，发货也超快，外观也特别好看，喜欢喜欢,0,否,5,16G,1T,UNK
1823,陷阱___,2025-11-22,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,电脑非縮流畅，性价比很高。客服飞飞也很热心，凌殿霸甲面还在，回答问题特别耐心，对于家用来说绰绰有余，孩子上学用。性价比高，轻便携带。发货速度快，包装紧实。,0,否,5,16G,1T,UNK
1824,玩乐之狼_发财,2025-11-30,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,物流速度很快..包装的也很严实,0,否,5,16G,1T,UNK
1825,两个大宝贝呀,2025-11-26,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,联想拯救者笔记本电脑玩游戏太爽了！Fn+q模式切换太好用了！非常喜欢??????????????????，外接方便，灯光效果酷??，游戏流畅，超强散热！,14,该店铺购买≥2次,5,16G,1T,UNK
1826,slh320rlocz1p8,2025-10-30,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,包装保护：包装完好无损声音：静音模式下非常安静运行速度：很快,0,否,5,16G,1T,UNK
1827,4qfw0wjjlrifiu,2025-10-30,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,选了好久还是买这款，性能不错，主要用来搞设计,0,该店铺购买≥2次,5,16G,1T,UNK
1828,jd_76f5h45fmwi6e3,2025-10-25,全能电竞Y7000 RTX5060/16核i7/2.5K屏,这台电脑完全超出预期！14 代 i7 + 满血 RTX5060 加持，玩 3A 大作、做设计渲染都丝滑不卡顿，2.5K 180Hz 高色域屏色彩准、画面顺，2kg 重量便携又能打，键盘手感舒服、接口也够用，用着太爽了，满分推荐,3,该店铺购买≥2次,5,UNK,UNK,UNK
1829,尼古二丁,2025-11-18,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,购物体验非常差，机器买来一个星期就开机黑屏无法进入桌面，申请换货 被驳回 说是用了第三方桌面应用导致系统崩溃？可我明明用的官方联想应用商店里的壁纸 没想到就崩溃了 ……还真是挺容易崩溃的？就这么脆弱吗 ？我那用了那么多年的华硕也没见开机系统崩溃呢……反正就这样吧 我看还出现这种情况要怎么处理 ……无力吐槽了  。买之前想清楚吧 ……,0,该店铺购买≥2次,1,16G,1T,UNK
1830,没心没费嘚,2025-11-16,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,开机了，终于到手了(='.'=)??，喜欢喜欢，超级喜欢,0,否,5,16G,1T,UNK
1831,丶***丶,2025-11-19,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,这款电脑运行流畅，散热效果不错，日常办公和娱乐都很给力??。外接设备方便，硬盘升级也轻松搞定??。物流速度快，包装严实，客服态度很好??。整体体验很棒！！,0,该店铺购买≥2次,5,16G,1T,UNK
1832,夏***快,2026-01-21,全能电竞Y7000 【新】U7-255HX/RTX5060/16G 1T,电脑外观好看，无损，正品保障，使用时运行很快，声音不大，很多接口，使用方便，打游戏也很流畅。,0,否,5,16G,1T,UNK
1833,j***e,2026-01-27,16英寸 标压锐龙R7|16G 512G|高刷屏,是理想中的产品??，质量不错，物流也很快，值得点赞！,0,否,5,16G,512G,16
1834,jd_ujk372w48c76v4,2026-01-27,14英寸 标压酷睿i5|24G 512G|高色域,大脑卡的飞起,0,否,2,24G,512G,14
1835,Lu_Chang,2026-01-27,14英寸 标压酷睿i5|24G 512G|高色域,工作需要临时要买个电脑，家电首选京东。物流超级的快，电脑大小很合适，出门携带很方便，办公也不错。美中不足的是需要自己买些小配件。,0,该店铺购买≥2次,5,24G,512G,14
1836,李***成,2026-01-27,14英寸 标压锐龙R7|16G 512G|高刷屏,屏幕清晰，质量超级棒，开机速度快，联网速度快，不卡顿，物流速度很快，服务好，售后服务到位，联想电脑值得信赖,0,否,5,16G,512G,14
1837,j***b,2026-01-27,16英寸 标压锐龙R7|16G 512G|高刷屏,个人感受，国补就是骗人的，钱都让商家骗去了，我在某动平台买电脑，用国补是3799买的，当时价格是4499！不用国补价格变成是4199了，还有300优惠卷，实力3899！说白了国补留给补贴100块钱，但是当时我领取国补是470块钱，中间的差价370块钱哪去了？大家可以去联想商城购买，那里有国补，并且赠送1年延保！这个事件导致我后续的所有配件都是在另外平台购买了！我觉得这个平台太不地道了！如果当时知道有联想商城平台也不能在这里下单！,0,该店铺购买≥2次,5,16G,512G,16
1838,光***o,2026-01-26,16英寸 标压锐龙R7|16G 512G|高刷屏,运行速度：AMD的ryzen7 H255，zen4架构，4nm，用于办公只能说无敌了，用了一下午非常流畅。AMD继续yes！屏幕效果：这款26版是100% srgb的屏幕，亮度最高有400，颜色很惊艳。眼睛观感比拍出来好多了。散热性能：可能因为天冷，风扇声音不明显。轻薄程度：16寸这个重量可以了。,0,否,5,16G,512G,16
1839,aBXjdDJqLYVw,2026-01-26,16英寸 标压锐龙R7|16G 512G|高刷屏,质量很好，超薄，喜欢，款式很好看,0,否,5,16G,512G,16
1840,Silverty,2026-01-26,16英寸 标压锐龙R7|16G 512G|高刷屏,不错哈，感觉可以,0,该店铺购买≥2次,5,16G,512G,16
1841,9kr567c1ud9t4x,2026-01-26,16英寸 标压锐龙R7|16G 512G|高刷屏,很好看起来也很好看,0,该店铺购买≥2次,5,16G,512G,16
1842,君语心雨,2026-01-26,14英寸 标压锐龙R7|16G 512G|高刷屏,物流快，物品完好，已经多次购买,0,该店铺购买≥10次,5,16G,512G,14
1843,李yubiao,2026-01-26,14英寸 标压酷睿i5|24G 512G|高色域,物流配送非常快，前期使用感觉也不错，键盘质感挺好的，系统运行流畅，办公软件激活顺畅，居家办公使用体验感不错，值得推荐。。。,0,否,5,24G,512G,14
1844,u***n,2026-01-26,16英寸 标压锐龙R7|16G 512G|高刷屏,联想小新这款电脑使用顺畅，金属质感摸起来很舒适，客服态度也很好。,0,该店铺购买≥2次,5,16G,512G,16
1845,小峰哎呦喂,2026-01-26,16英寸 标压锐龙R7|16G 512G|高刷屏,全金属机身，质感很好。16寸看着很舒服，比我想象中的薄多了，官方正品未拆封！！！联想还是很有质量保障的，如果用微软系统确实是首选品牌！！,0,否,5,16G,512G,16
1846,9w4s3sr6b2mxeq,2026-01-26,16英寸 标压锐龙R7|16G 512G|高刷屏,抽签中了消费券，赶紧看起来笔记本，觉得这一款联想小新很不错，芯片强劲，配置可以，键盘收盘不错，带的集成显卡可以玩大部分游戏，挺不错的，送货非常快，京东买东西还是很放心的！,0,否,5,16G,512G,16
